1	1e-05	1e-05	0.256542	0.743428	1e-05
1	0.176928	0.502888	0.320164	1e-05	1e-05
1	0.128143	1e-05	0.871827	1e-05	1e-05
1	0.217454	0.288882	0.002344	0.410096	0.081224
1	0.142147	0.535767	0.108752	0.213324	1e-05
1	1e-05	1e-05	1e-05	0.99996	1e-05
1	0.268627	0.731343	1e-05	1e-05	1e-05
1	1e-05	0.999954	1e-05	1.6e-05	1e-05
1	0.129219	1e-05	0.870751	1e-05	1e-05
1	0.228239	0.061452	1e-05	0.710289	1e-05
1	0.180622	1e-05	0.606534	0.08657	0.126264
1	0.169897	1e-05	0.265704	0.564379	1e-05
1	0.112131	1e-05	1e-05	0.887839	1e-05
1	0.158477	1e-05	1e-05	0.841493	1e-05
1	0.121681	1e-05	1e-05	0.878289	1e-05
1	0.096895	1.3e-05	1e-05	0.903071	1e-05
1	0.133073	0.02215	0.050267	0.736298	0.058213
1	0.223149	0.035819	0.058333	0.601046	0.081653
1	0.192618	1e-05	1e-05	1e-05	0.807352
1	0.19294	1e-05	0.043819	0.720413	0.042818
1	1e-05	1.3e-05	1.7e-05	1e-05	0.99995
1	0.062674	1e-05	1e-05	1e-05	0.937296
1	0.115276	0.006042	0.433709	0.444963	1e-05
1	0.288283	1e-05	0.107441	0.601756	0.00251
1	0.199035	1e-05	1e-05	0.800935	1e-05
1	1e-05	1e-05	1e-05	0.99996	1e-05
1	0.070968	1e-05	1e-05	0.929002	1e-05
1	0.198588	1e-05	0.03043	0.770962	1e-05
1	0.149577	1e-05	1e-05	0.755799	0.094604
1	0.085162	1e-05	0.914808	1e-05	1e-05
1	0.141775	1e-05	0.858195	1e-05	1e-05
1	0.179867	0.282155	1e-05	0.175747	0.362221
1	0.089942	0.089928	1e-05	0.692677	0.127443
1	0.104242	0.061442	0.552928	0.105252	0.176136
1	1e-05	1e-05	1.3e-05	0.999957	1e-05
1	0.114	0.88597	1e-05	1e-05	1e-05
1	0.19135	1e-05	1e-05	0.80862	1e-05
1	0.055935	0.098996	0.028501	0.486924	0.329644
1	1e-05	0.094108	1e-05	1e-05	0.905862
1	0.072744	0.029449	0.02954	0.211131	0.657136
1	0.250489	1e-05	0.749481	1e-05	1e-05
1	0.110026	0.361743	0.331695	0.076722	0.119814
1	0.080814	0.500824	0.116264	0.088304	0.213794
1	0.114894	0.056939	0.828147	1e-05	1e-05
1	0.219011	0.461796	0.144525	1e-05	0.174658
1	0.22448	1e-05	0.77549	1e-05	1e-05
1	0.120709	0.143945	0.120369	0.455245	0.159732
1	0.108318	0.044251	0.031685	0.165211	0.650536
1	0.367866	0.439047	1e-05	1e-05	0.193067
1	1e-05	0.069809	1e-05	0.273991	0.65618
1	0.403821	0.024949	0.040812	0.446765	0.083653
1	0.066567	1.9e-05	1e-05	1e-05	0.933394
1	1e-05	1e-05	1e-05	1e-05	0.99996
1	0.04904	1e-05	0.034902	0.129319	0.786729
1	0.200736	0.083473	0.127185	0.533365	0.055241
1	0.114525	0.018918	0.658718	0.017233	0.190606
1	1e-05	0.095179	0.61183	0.135352	0.15763
1	0.343938	0.062773	0.018326	0.574953	1e-05
1	0.121893	0.037926	0.076296	0.688052	0.075833
1	0.292365	0.111191	1e-05	0.584245	0.012189
1	0.41368	0.121073	1e-05	0.246191	0.219045
1	1e-05	0.380404	0.190028	0.230188	0.19937
1	0.118184	1e-05	0.778382	1e-05	0.103414
1	0.205721	0.105903	0.506735	1e-05	0.181632
1	0.167877	0.339529	0.164498	0.059231	0.268865
1	0.067638	0.932332	1e-05	1e-05	1e-05
1	0.130681	0.869289	1e-05	1e-05	1e-05
1	0.140889	0.392056	0.088989	0.095744	0.282323
1	0.161401	0.221136	0.078775	0.392454	0.146234
1	0.128533	0.713302	0.158146	1e-05	1e-05
1	0.219337	0.214011	0.566632	1e-05	1e-05
1	0.125731	0.874237	1e-05	1.3e-05	1e-05
1	1e-05	0.066919	0.024581	0.908479	1e-05
1	1e-05	0.766402	1e-05	0.0905	0.143077
1	0.118086	0.881884	1e-05	1e-05	1e-05
1	0.15505	0.416415	0.095238	0.115236	0.218061
1	0.139547	0.215482	0.088689	0.212847	0.343436
1	0.195352	0.014825	1e-05	0.789803	1e-05
1	0.309129	1e-05	1e-05	0.690841	1e-05
1	0.158489	1e-05	1.5e-05	0.841477	1e-05
1	0.201223	1e-05	0.009292	0.741064	0.048412
1	0.277802	1e-05	1e-05	0.722168	1e-05
1	0.311161	1e-05	1e-05	0.688809	1e-05
1	0.159927	1e-05	1e-05	0.840043	1e-05
1	0.271317	0.007341	1e-05	0.721321	1e-05
1	0.057781	0.917242	0.024957	1e-05	1e-05
1	0.130945	1e-05	0.091172	0.777863	1e-05
1	0.259151	1e-05	1e-05	0.740819	1e-05
1	0.373746	1e-05	1e-05	0.626224	1e-05
1	0.138794	1e-05	0.066968	0.769318	0.024909
1	0.140101	1e-05	1e-05	0.859869	1e-05
1	0.145637	0.093625	1e-05	0.760717	1e-05
1	0.173007	0.069234	0.156247	0.586607	0.014906
1	0.246792	0.379603	0.034594	0.035632	0.303378
1	0.181928	0.060172	0.702358	1e-05	0.055533
1	0.102057	1e-05	0.897913	1e-05	1e-05
1	0.180181	0.063403	0.756396	1e-05	1e-05
1	0.128903	0.185788	1e-05	0.013767	0.671532
1	1e-05	0.224027	0.044503	0.578492	0.152968
1	0.277382	0.039523	0.110859	0.572226	1e-05
